               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  31,             0.02222,            0.014044,           0.0061247,             0.71286,             0.62244,             0.62919,             0.37154,            0.037848,           0.0056293,            0.041328,             0.00901,             0.00901,             0.00901
                  32,             0.02183,            0.013877,            0.006355,             0.76687,             0.60646,             0.65193,             0.34639,            0.042707,           0.0053959,            0.022986,            0.008977,            0.008977,            0.008977
                  33,            0.022448,             0.01416,           0.0062047,             0.67871,             0.66025,             0.64353,             0.35091,            0.038049,           0.0051565,            0.022128,            0.008944,            0.008944,            0.008944
                  34,            0.022205,            0.013955,           0.0051458,             0.67566,             0.64283,             0.60314,             0.34409,            0.039631,           0.0051165,            0.027286,            0.008911,            0.008911,            0.008911
                  35,             0.02206,            0.013436,           0.0053604,              0.7353,             0.59869,             0.64772,             0.33867,            0.040883,            0.004779,            0.021672,            0.008878,            0.008878,            0.008878
                  36,            0.021147,            0.013404,           0.0057289,             0.70132,             0.66623,             0.68015,             0.40606,            0.035638,           0.0048102,            0.024509,            0.008845,            0.008845,            0.008845
                  37,            0.021112,            0.013143,           0.0050934,              0.7461,             0.64372,              0.6802,             0.39682,            0.037373,           0.0046943,            0.025639,            0.008812,            0.008812,            0.008812
                  38,            0.020483,            0.013138,           0.0050865,             0.80125,             0.57968,             0.63687,             0.40958,             0.03404,            0.005362,            0.021702,            0.008779,            0.008779,            0.008779
                  39,            0.021052,            0.013221,           0.0054996,             0.63694,              0.6818,             0.63909,             0.38271,            0.038805,            0.005208,            0.024855,            0.008746,            0.008746,            0.008746
                  40,            0.020871,            0.013358,           0.0051848,             0.63064,             0.58398,              0.5615,             0.34297,            0.036966,           0.0056998,            0.029256,            0.008713,            0.008713,            0.008713
                  41,            0.021071,            0.013412,           0.0056318,              0.7603,             0.58194,             0.63428,             0.35982,            0.041851,           0.0053862,             0.04153,             0.00868,             0.00868,             0.00868
                  42,            0.020495,            0.013185,           0.0041581,             0.78048,             0.64568,             0.67026,             0.42151,            0.035614,           0.0056602,            0.033972,            0.008647,            0.008647,            0.008647
                  43,             0.01992,            0.012635,           0.0046621,              0.8136,             0.59552,              0.6649,             0.39234,            0.037957,           0.0052902,            0.040944,            0.008614,            0.008614,            0.008614
                  44,            0.019901,             0.01272,           0.0047799,             0.79261,             0.56807,             0.60911,              0.3716,            0.038998,           0.0053276,            0.032771,            0.008581,            0.008581,            0.008581
                  45,            0.020533,            0.013021,           0.0049318,              0.6025,             0.62072,               0.627,             0.41314,            0.037118,           0.0053158,            0.029071,            0.008548,            0.008548,            0.008548
                  46,            0.020296,            0.012947,           0.0039709,             0.65013,             0.60802,             0.64033,             0.41381,            0.039243,           0.0052549,            0.024229,            0.008515,            0.008515,            0.008515
                  47,            0.019615,             0.01226,            0.004721,             0.71884,             0.62523,             0.64069,              0.3903,            0.037959,           0.0049525,            0.041546,            0.008482,            0.008482,            0.008482
                  48,            0.019695,            0.012753,            0.004608,             0.70874,             0.61206,             0.66462,             0.39952,            0.039923,           0.0054463,            0.043624,            0.008449,            0.008449,            0.008449
                  49,            0.020015,            0.012921,           0.0041542,             0.73175,             0.58365,             0.61415,             0.38341,            0.039271,           0.0053286,            0.028188,            0.008416,            0.008416,            0.008416
                  50,            0.019945,            0.012726,           0.0039749,             0.71732,             0.60904,             0.65379,             0.38788,            0.039597,            0.005294,            0.031892,            0.008383,            0.008383,            0.008383
                  51,            0.019532,            0.012682,           0.0046051,             0.69024,             0.65375,             0.65925,             0.39054,            0.038769,           0.0049081,             0.03689,             0.00835,             0.00835,             0.00835
                  52,            0.019355,            0.012053,           0.0046653,             0.73719,             0.61747,             0.65605,             0.37761,             0.04116,           0.0050066,            0.046701,            0.008317,            0.008317,            0.008317
                  53,             0.01918,            0.012652,           0.0044257,              0.6184,             0.62321,             0.60496,               0.347,            0.040764,           0.0054676,             0.03406,            0.008284,            0.008284,            0.008284
                  54,            0.019146,            0.012682,           0.0039716,             0.76961,             0.58004,             0.64224,             0.41396,            0.037719,           0.0053767,            0.043468,            0.008251,            0.008251,            0.008251
                  55,            0.019276,             0.01273,           0.0032963,             0.67136,             0.66397,             0.67217,             0.39229,            0.040756,           0.0050604,            0.042484,            0.008218,            0.008218,            0.008218
                  56,            0.018845,            0.011721,            0.003697,             0.79434,             0.59636,             0.65931,             0.40219,             0.03863,           0.0055863,            0.044935,            0.008185,            0.008185,            0.008185
                  57,            0.018713,            0.011824,            0.004886,             0.75722,             0.60988,             0.67077,             0.41914,            0.038544,           0.0052534,            0.043896,            0.008152,            0.008152,            0.008152
                  58,            0.018756,            0.012339,           0.0043232,             0.79752,             0.57625,             0.65705,             0.39706,            0.037977,           0.0052043,            0.030508,            0.008119,            0.008119,            0.008119
                  59,            0.018697,            0.012026,           0.0037298,             0.75957,             0.57983,             0.64309,             0.35883,            0.041706,           0.0052252,            0.043063,            0.008086,            0.008086,            0.008086
                  60,            0.018322,              0.0115,           0.0046327,             0.78425,             0.59479,              0.6259,             0.36772,            0.041007,           0.0053372,            0.034441,            0.008053,            0.008053,            0.008053
                  61,            0.018292,            0.012102,           0.0045427,             0.79921,             0.64546,             0.66009,             0.39644,            0.037437,           0.0051562,            0.032207,             0.00802,             0.00802,             0.00802
                  62,            0.018364,            0.012081,           0.0040589,             0.69375,             0.60795,             0.65696,             0.41488,            0.040721,           0.0049708,            0.026787,            0.007987,            0.007987,            0.007987
                  63,            0.017783,            0.012015,             0.00385,             0.74193,             0.59636,             0.62085,             0.36894,            0.040417,           0.0053359,            0.026754,            0.007954,            0.007954,            0.007954
                  64,            0.017749,            0.011835,           0.0041757,             0.74178,             0.63874,             0.67169,             0.39952,            0.039019,           0.0055096,             0.03767,            0.007921,            0.007921,            0.007921
                  65,            0.018161,            0.012117,           0.0039016,             0.76127,             0.52598,             0.60197,             0.34547,            0.041825,           0.0060294,            0.040316,            0.007888,            0.007888,            0.007888
                  66,            0.018083,            0.011783,           0.0037317,             0.73991,             0.62899,             0.64544,             0.39192,            0.038775,           0.0054514,            0.034958,            0.007855,            0.007855,            0.007855
                  67,            0.017865,            0.011708,           0.0037718,             0.73571,             0.59257,             0.64556,             0.41245,            0.039512,           0.0052354,            0.043497,            0.007822,            0.007822,            0.007822
                  68,            0.018111,            0.011467,           0.0039942,             0.74933,             0.62142,             0.67165,             0.42548,            0.036727,           0.0052344,            0.028519,            0.007789,            0.007789,            0.007789
                  69,            0.018001,            0.011888,           0.0038095,             0.77272,             0.62645,             0.65302,             0.41111,            0.036158,            0.005119,            0.032804,            0.007756,            0.007756,            0.007756
                  70,            0.017649,            0.011554,           0.0034896,             0.78579,             0.60597,             0.65354,             0.39963,            0.038969,           0.0052469,            0.036223,            0.007723,            0.007723,            0.007723
                  71,            0.017483,            0.011737,           0.0030388,             0.71916,             0.61968,             0.65013,             0.38529,            0.042312,           0.0053306,            0.032887,             0.00769,             0.00769,             0.00769
                  72,            0.017605,             0.01146,           0.0025084,             0.79374,             0.59943,             0.68202,             0.40271,            0.041818,           0.0051196,            0.037163,            0.007657,            0.007657,            0.007657
                  73,            0.017153,            0.011083,           0.0032475,              0.7515,             0.64027,             0.67854,              0.4143,            0.039658,           0.0052873,               0.043,            0.007624,            0.007624,            0.007624
                  74,            0.017251,            0.011183,           0.0033063,             0.68468,             0.64134,             0.68538,             0.41927,            0.039479,           0.0051751,            0.042456,            0.007591,            0.007591,            0.007591
                  75,            0.017079,            0.011315,           0.0038262,             0.78621,             0.62234,             0.69087,             0.42207,            0.040208,           0.0050417,            0.026165,            0.007558,            0.007558,            0.007558
                  76,            0.017022,            0.011381,           0.0030216,             0.83087,             0.65616,             0.67318,             0.39711,            0.041306,           0.0053644,             0.02236,            0.007525,            0.007525,            0.007525
                  77,            0.017157,            0.011465,           0.0031061,             0.77238,             0.61764,             0.66892,             0.42161,            0.039619,           0.0050877,            0.025135,            0.007492,            0.007492,            0.007492
                  78,            0.017371,            0.011336,           0.0036526,             0.70274,             0.64546,             0.65105,             0.40681,            0.038178,           0.0050362,            0.028353,            0.007459,            0.007459,            0.007459
                  79,            0.016615,            0.010832,           0.0033101,             0.69536,             0.59682,             0.60736,             0.35224,            0.042344,           0.0051947,            0.027536,            0.007426,            0.007426,            0.007426
                  80,            0.016737,            0.011139,           0.0035008,             0.74795,              0.6784,             0.69557,             0.40025,            0.042014,           0.0053943,             0.02653,            0.007393,            0.007393,            0.007393
                  81,            0.016961,            0.011398,            0.003047,             0.74032,             0.63768,             0.67204,             0.41179,            0.040878,           0.0052854,            0.028321,             0.00736,             0.00736,             0.00736
                  82,            0.016839,            0.011388,           0.0033878,             0.80187,             0.61853,             0.68628,              0.4266,            0.038768,           0.0051845,            0.031395,            0.007327,            0.007327,            0.007327
                  83,            0.016516,            0.010804,            0.002553,             0.75366,             0.63408,             0.66901,             0.41845,            0.039007,           0.0054002,            0.027803,            0.007294,            0.007294,            0.007294
                  84,            0.016737,            0.011044,           0.0035321,             0.78657,             0.60965,             0.66965,             0.38897,            0.041239,           0.0053949,            0.035639,            0.007261,            0.007261,            0.007261
                  85,            0.016794,             0.01085,           0.0032048,             0.71207,             0.61664,             0.62864,             0.38026,            0.038837,             0.00547,             0.04251,            0.007228,            0.007228,            0.007228
                  86,            0.016547,            0.011014,           0.0035503,              0.7139,             0.63891,             0.65441,             0.39619,            0.041409,           0.0058187,            0.043377,            0.007195,            0.007195,            0.007195
                  87,            0.016773,            0.011366,           0.0031123,              0.7229,             0.69967,             0.71107,             0.46442,            0.037093,           0.0054828,             0.02959,            0.007162,            0.007162,            0.007162
                  88,            0.016171,             0.01112,           0.0027447,             0.77401,             0.61122,             0.68015,             0.43585,            0.037942,           0.0055499,            0.031163,            0.007129,            0.007129,            0.007129
                  89,            0.016189,            0.010365,           0.0033153,             0.77898,             0.61991,             0.67655,             0.40143,            0.040583,           0.0051559,            0.027073,            0.007096,            0.007096,            0.007096
                  90,            0.015863,             0.01077,           0.0028242,             0.74117,             0.65917,              0.6926,             0.46671,            0.036005,           0.0057203,            0.019936,            0.007063,            0.007063,            0.007063
                  91,            0.016625,            0.010927,           0.0027026,             0.78097,             0.59738,             0.69389,             0.46576,            0.037792,             0.00547,            0.024274,             0.00703,             0.00703,             0.00703
                  92,            0.015987,            0.011045,           0.0029698,             0.77892,             0.65231,             0.68987,             0.40596,            0.042318,           0.0053335,            0.022605,            0.006997,            0.006997,            0.006997
                  93,            0.015951,            0.010542,           0.0033291,             0.71954,             0.68423,             0.69549,             0.41827,            0.039953,           0.0053526,            0.024728,            0.006964,            0.006964,            0.006964
                  94,            0.016322,            0.010986,           0.0028267,             0.74539,             0.61283,             0.65732,             0.40175,            0.040515,           0.0059633,            0.024233,            0.006931,            0.006931,            0.006931
                  95,            0.015698,            0.010401,           0.0025925,             0.67858,             0.68532,             0.69962,             0.45792,            0.035194,           0.0053223,            0.030243,            0.006898,            0.006898,            0.006898
                  96,             0.01579,            0.010792,           0.0026935,             0.72521,             0.68726,             0.72209,             0.46928,            0.038367,           0.0050545,            0.024625,            0.006865,            0.006865,            0.006865
                  97,             0.01585,             0.01042,           0.0024654,             0.73212,             0.64986,             0.69349,             0.45721,            0.037278,           0.0054312,             0.02479,            0.006832,            0.006832,            0.006832
                  98,            0.015808,            0.010537,           0.0028313,             0.87313,             0.58379,             0.66862,             0.41849,            0.038839,           0.0051858,            0.027113,            0.006799,            0.006799,            0.006799
                  99,            0.015278,            0.010749,           0.0031669,             0.80075,             0.56649,             0.64096,             0.41349,             0.04269,           0.0054201,            0.025949,            0.006766,            0.006766,            0.006766
                 100,             0.01549,            0.010975,           0.0033161,             0.83103,             0.60346,             0.67334,             0.39485,              0.0395,            0.005438,              0.0283,            0.006733,            0.006733,            0.006733
                 101,            0.015138,            0.010296,           0.0029978,              0.7874,             0.61007,             0.64883,             0.41645,             0.04037,           0.0054456,            0.042737,              0.0067,              0.0067,              0.0067
                 102,             0.01543,            0.010483,           0.0027657,             0.83891,             0.61506,             0.69647,             0.43443,            0.038917,           0.0055381,            0.027764,            0.006667,            0.006667,            0.006667
                 103,            0.015352,            0.010346,           0.0026999,             0.71773,             0.56292,             0.61506,             0.36027,            0.046501,           0.0057619,            0.039423,            0.006634,            0.006634,            0.006634
                 104,            0.015124,            0.010357,           0.0028142,             0.81941,             0.62683,             0.66968,             0.44226,            0.037299,           0.0052486,            0.029494,            0.006601,            0.006601,            0.006601
                 105,             0.01545,            0.010132,           0.0025687,             0.81696,              0.6118,             0.66221,             0.42653,            0.037251,           0.0051564,            0.031422,            0.006568,            0.006568,            0.006568
                 106,            0.015653,            0.010587,           0.0029476,             0.70569,             0.64648,             0.66818,             0.41518,            0.038913,           0.0053194,            0.031225,            0.006535,            0.006535,            0.006535
                 107,            0.015292,            0.010546,           0.0030839,             0.81921,             0.58028,             0.67399,             0.42026,            0.040007,           0.0054572,            0.029568,            0.006502,            0.006502,            0.006502
                 108,            0.015183,            0.010221,           0.0029441,             0.79123,             0.60597,             0.67711,             0.43771,            0.042874,           0.0056826,              0.0292,            0.006469,            0.006469,            0.006469
                 109,            0.015418,            0.010779,           0.0027401,             0.81994,             0.60597,             0.67532,             0.42972,            0.040505,           0.0052299,            0.028061,            0.006436,            0.006436,            0.006436
                 110,            0.014881,            0.010268,           0.0027223,             0.77023,             0.63873,             0.67785,             0.43281,             0.03889,           0.0054623,            0.026791,            0.006403,            0.006403,            0.006403
                 111,            0.015268,            0.010036,           0.0024037,              0.7839,             0.61385,             0.68026,             0.43958,            0.038226,           0.0053476,            0.032286,             0.00637,             0.00637,             0.00637
                 112,             0.01511,            0.010072,           0.0028386,             0.73086,             0.65271,              0.6743,             0.41754,            0.039756,           0.0054377,            0.029225,            0.006337,            0.006337,            0.006337
                 113,            0.014675,            0.010121,           0.0028869,             0.69701,             0.64893,             0.65728,             0.42375,              0.0363,           0.0053627,            0.031677,            0.006304,            0.006304,            0.006304
                 114,            0.014987,             0.01023,           0.0024551,             0.68294,             0.63993,             0.65492,             0.41221,            0.038388,            0.005461,            0.031421,            0.006271,            0.006271,            0.006271
                 115,            0.014866,           0.0099417,           0.0023843,              0.7351,             0.65814,             0.66889,             0.42852,            0.037162,           0.0054226,            0.029892,            0.006238,            0.006238,            0.006238
                 116,            0.014754,            0.010155,           0.0028162,             0.77571,             0.67791,             0.68081,             0.42863,            0.037438,           0.0052664,            0.028647,            0.006205,            0.006205,            0.006205
                 117,            0.014615,            0.010042,           0.0025519,             0.78273,             0.59429,             0.67849,             0.43684,            0.039309,            0.005425,            0.028868,            0.006172,            0.006172,            0.006172
                 118,            0.014604,           0.0098057,            0.002244,             0.69399,             0.65712,             0.68326,             0.42641,            0.039626,           0.0053995,            0.030217,            0.006139,            0.006139,            0.006139
                 119,            0.014487,           0.0098368,           0.0025646,              0.7548,             0.62244,             0.66309,             0.41631,            0.038262,           0.0054888,            0.030018,            0.006106,            0.006106,            0.006106
                 120,            0.014077,           0.0096816,           0.0023228,             0.75383,             0.59738,             0.68025,             0.44265,            0.037851,            0.005267,            0.029651,            0.006073,            0.006073,            0.006073
                 121,            0.014634,           0.0098275,           0.0022802,             0.79751,             0.64167,             0.71245,              0.4634,            0.037634,           0.0052714,            0.028202,             0.00604,             0.00604,             0.00604
                 122,            0.014413,           0.0099524,           0.0023959,             0.77438,             0.63742,              0.6909,             0.44653,            0.036482,           0.0052335,             0.03876,            0.006007,            0.006007,            0.006007
                 123,            0.014292,           0.0098779,           0.0024203,             0.71701,             0.67359,              0.6926,             0.45254,            0.037563,           0.0052971,            0.035048,            0.005974,            0.005974,            0.005974
                 124,            0.014477,           0.0098899,            0.001859,             0.80177,             0.61682,             0.65752,             0.40859,            0.039077,           0.0053338,            0.033305,            0.005941,            0.005941,            0.005941
                 125,            0.014692,           0.0095492,            0.002026,             0.76254,             0.63206,             0.67674,             0.41764,            0.040717,           0.0055124,            0.031666,            0.005908,            0.005908,            0.005908
                 126,            0.014107,           0.0096608,           0.0019415,             0.68937,             0.67679,             0.68605,             0.41978,            0.041156,           0.0055016,            0.036958,            0.005875,            0.005875,            0.005875
                 127,            0.014269,           0.0097892,            0.002218,             0.78417,             0.62827,             0.66935,             0.42147,            0.040502,           0.0060311,            0.029575,            0.005842,            0.005842,            0.005842
                 128,            0.014338,           0.0096489,           0.0023958,             0.83915,             0.62725,             0.66354,             0.40374,            0.041512,             0.00587,            0.028768,            0.005809,            0.005809,            0.005809
                 129,            0.013887,           0.0095796,           0.0022136,             0.68979,             0.63789,             0.64394,              0.4216,            0.040928,           0.0056777,            0.031178,            0.005776,            0.005776,            0.005776
                 130,            0.014264,           0.0094639,           0.0019769,             0.78242,             0.60472,             0.63607,             0.41849,             0.03704,           0.0060592,            0.032693,            0.005743,            0.005743,            0.005743
                 131,            0.014364,           0.0096867,           0.0017826,             0.67655,             0.66673,             0.64994,             0.41704,             0.04013,           0.0058278,            0.031033,             0.00571,             0.00571,             0.00571
                 132,            0.013892,           0.0096388,           0.0021427,             0.67876,             0.63558,             0.64855,             0.40221,            0.040715,            0.005987,            0.031088,            0.005677,            0.005677,            0.005677
                 133,            0.013525,           0.0095806,            0.002186,             0.73643,             0.66945,             0.67763,             0.42281,            0.038019,           0.0053977,            0.031425,            0.005644,            0.005644,            0.005644
                 134,            0.013622,           0.0091091,           0.0016615,             0.74794,             0.65149,              0.6764,             0.43596,            0.038548,           0.0055846,            0.029239,            0.005611,            0.005611,            0.005611
                 135,            0.013755,           0.0092958,           0.0020144,             0.69955,             0.64501,             0.67428,             0.41936,            0.040447,           0.0054093,             0.03024,            0.005578,            0.005578,            0.005578
                 136,            0.013416,           0.0093777,           0.0020764,             0.73745,             0.62561,             0.64976,             0.40248,            0.040568,           0.0055178,            0.029712,            0.005545,            0.005545,            0.005545
                 137,            0.013845,           0.0091151,           0.0020578,             0.73691,             0.64184,              0.6687,             0.43827,            0.040228,           0.0053654,            0.023722,            0.005512,            0.005512,            0.005512
                 138,            0.013403,           0.0091275,           0.0022817,              0.8045,             0.59912,             0.66618,             0.43163,            0.040196,           0.0054678,             0.02892,            0.005479,            0.005479,            0.005479
                 139,            0.013479,            0.009284,           0.0021084,             0.78718,              0.5847,             0.64907,             0.43071,            0.039336,           0.0056304,            0.030642,            0.005446,            0.005446,            0.005446
                 140,            0.013171,           0.0093354,           0.0022369,             0.83111,             0.59412,             0.68723,             0.44074,            0.039862,           0.0055562,             0.02521,            0.005413,            0.005413,            0.005413
                 141,            0.013314,           0.0091493,            0.001892,             0.64121,               0.665,             0.65822,             0.42037,            0.040811,           0.0054867,            0.026554,             0.00538,             0.00538,             0.00538
                 142,            0.013274,            0.009211,           0.0023596,             0.67105,             0.63176,             0.63727,             0.40959,            0.040111,           0.0054896,             0.02975,            0.005347,            0.005347,            0.005347
                 143,            0.013485,            0.009377,           0.0017136,             0.74198,              0.6244,             0.67433,             0.43112,            0.039605,           0.0054151,            0.028727,            0.005314,            0.005314,            0.005314
                 144,            0.013233,           0.0091388,           0.0019718,             0.71923,             0.62099,             0.68002,             0.44308,            0.038842,           0.0054109,            0.028363,            0.005281,            0.005281,            0.005281
                 145,            0.013058,           0.0091839,           0.0015184,             0.85507,             0.60494,             0.67986,             0.42453,             0.04038,           0.0055112,            0.027358,            0.005248,            0.005248,            0.005248
                 146,            0.013171,           0.0090649,           0.0018081,             0.68465,             0.66878,             0.66943,             0.42245,            0.040039,           0.0053805,            0.028757,            0.005215,            0.005215,            0.005215
                 147,            0.013473,           0.0095554,           0.0021121,              0.7491,              0.6475,             0.67238,             0.40893,            0.042702,           0.0056348,            0.027473,            0.005182,            0.005182,            0.005182
                 148,             0.01336,           0.0091054,           0.0019217,             0.72647,             0.63891,             0.66995,             0.44468,            0.040312,           0.0052958,            0.027671,            0.005149,            0.005149,            0.005149
                 149,            0.013161,           0.0091842,           0.0017461,             0.76532,             0.60321,             0.67757,             0.42408,            0.041847,           0.0053468,            0.029083,            0.005116,            0.005116,            0.005116
                 150,             0.01301,            0.009036,           0.0017318,             0.83303,             0.59561,             0.66215,             0.43474,            0.040116,           0.0058525,            0.028468,            0.005083,            0.005083,            0.005083
                 151,            0.012777,            0.008732,           0.0019837,             0.80771,             0.60597,             0.66683,             0.43793,            0.038594,           0.0055941,            0.026173,             0.00505,             0.00505,             0.00505
                 152,            0.013149,           0.0088393,           0.0018149,             0.65798,             0.63206,             0.64218,             0.39307,            0.040555,           0.0054914,            0.029215,            0.005017,            0.005017,            0.005017
                 153,            0.013051,              0.0087,           0.0020178,             0.79013,             0.60321,             0.64055,             0.41435,            0.040311,           0.0053954,            0.030792,            0.004984,            0.004984,            0.004984
                 154,            0.012704,           0.0090664,           0.0018284,             0.73248,             0.64932,             0.66285,               0.421,            0.039522,           0.0052188,            0.029694,            0.004951,            0.004951,            0.004951
                 155,            0.013224,           0.0088801,           0.0021568,             0.79286,             0.62669,             0.67517,             0.42145,            0.040276,           0.0052764,            0.025578,            0.004918,            0.004918,            0.004918
                 156,            0.012778,           0.0091483,           0.0019973,             0.77689,             0.62827,              0.6771,             0.41907,            0.039897,           0.0054803,            0.026133,            0.004885,            0.004885,            0.004885
                 157,            0.012974,           0.0089308,           0.0019911,               0.743,             0.61283,             0.66059,             0.40639,            0.040892,           0.0053957,             0.02905,            0.004852,            0.004852,            0.004852
                 158,            0.012797,           0.0093296,           0.0016583,             0.76703,             0.61914,             0.67568,             0.42305,            0.039643,           0.0052468,            0.031087,            0.004819,            0.004819,            0.004819
                 159,            0.012793,           0.0088573,           0.0016736,             0.78107,             0.64062,             0.67572,             0.43291,            0.039779,           0.0052247,            0.030481,            0.004786,            0.004786,            0.004786
                 160,            0.012611,           0.0089149,           0.0021036,             0.81094,             0.62725,             0.67333,             0.40539,            0.042446,           0.0056741,            0.026402,            0.004753,            0.004753,            0.004753
                 161,            0.012688,           0.0090139,           0.0019604,             0.76518,             0.62571,             0.70195,              0.4433,            0.039558,           0.0054361,            0.030134,             0.00472,             0.00472,             0.00472
                 162,            0.012806,           0.0087932,           0.0020201,             0.79434,             0.63206,             0.67338,             0.41754,            0.039581,           0.0056373,            0.031647,            0.004687,            0.004687,            0.004687
